CENSUS BLOCK,CENSUS BLOCK FULL,TOTAL POPULATION
3005001003,170313005001003,87
3005001004,170313005001004,61
3005001005,170313005001005,113
3005001006,170313005001006,0
3005001007,170313005001007,57
3005001008,170313005001008,92
3005001009,170313005001009,92
3005001010,170313005001010,52
3005001011,170313005001011,60
3005001012,170313005001012,68
3005001013,170313005001013,0
3005002000,170313005002000,181
3005002001,170313005002001,190
3005002002,170313005002002,172
3005002003,170313005002003,163
3005002004,170313005002004,195
3005002005,170313005002005,184
3005002006,170313005002006,181
3005002007,170313005002007,118
3005002008,170313005002008,20
3005002009,170313005002009,171
3005002010,170313005002010,132
3005002011,170313005002011,171
3005002012,170313005002012,89
3005002013,170313005002013,154
3005002014,170313005002014,135
3005002015,170313005002015,145
3005002016,170313005002016,9
3005002017,170313005002017,38
3005002018,170313005002018,0
3006001000,170313006001000,39
3006001001,170313006001001,79
3006001002,170313006001002,0
3006001003,170313006001003,153
3006001004,170313006001004,32
3006001005,170313006001005,0
3006001006,170313006001006,14
3006001007,170313006001007,4
3006001008,170313006001008,61
3006001009,170313006001009,0
3006001010,170313006001010,0
3006001011,170313006001011,0
3006001012,170313006001012,58
3006001013,170313006001013,6
3006001014,170313006001014,161
3006001015,170313006001015,134
3006001016,170313006001016,297
3006001017,170313006001017,97
3006001018,170313006001018,92
3006001019,170313006001019,83
3006001020,170313006001020,78
3006002000,170313006002000,135
3006002001,170313006002001,91
3006002002,170313006002002,106
3006002003,170313006002003,100
3006002004,170313006002004,120
3006002005,170313006002005,138
3006002006,170313006002006,91
3006002007,170313006002007,157
3006002008,170313006002008,139
3006002009,170313006002009,145
3006002010,170313006002010,118
3006002011,170313006002011,142
3006002012,170313006002012,147
3006002013,170313006002013,69
3006002014,170313006002014,119
3006002015,170313006002015,7
3007001000,170313007001000,0
3007001001,170313007001001,0
3007001002,170313007001002,119
3007001003,170313007001003,109
3007001004,170313007001004,80
3007001005,170313007001005,111
3007001006,170313007001006,0
3007001007,170313007001007,12
3007001008,170313007001008,27
3007001009,170313007001009,94
3007001010,170313007001010,114
3007001011,170313007001011,38
3007001012,170313007001012,218
3007001013,170313007001013,187
3007001014,170313007001014,73
3007001015,170313007001015,72
3007001016,170313007001016,223
3007001017,170313007001017,103
3007001018,170313007001018,136
3007001019,170313007001019,212
3007001020,170313007001020,121
3007001021,170313007001021,103
3007001022,170313007001022,201
3007002000,170313007002000,199
3007002001,170313007002001,137
3007002002,170313007002002,156
3007002003,170313007002003,163
3007002004,170313007002004,208
3007002005,170313007002005,131
3007002006,170313007002006,165
3007002007,170313007002007,166
3007002008,170313007002008,9
3007003000,170313007003000,173
3007003001,170313007003001,182
3007003002,170313007003002,124
3007003003,170313007003003,214
3007003004,170313007003004,241
3007003005,170313007003005,235
3007003006,170313007003006,126
3007003007,170313007003007,212
3008001000,170313008001000,57
3008001001,170313008001001,23
3008001002,170313008001002,116
3008001003,170313008001003,66
3008001004,170313008001004,63
3008001005,170313008001005,63
3008001006,170313008001006,105
3008001007,170313008001007,97
3008001008,170313008001008,111
3008001009,170313008001009,84
3008001010,170313008001010,197
3008001011,170313008001011,105
3008001012,170313008001012,152
3008001013,170313008001013,29
3008001014,170313008001014,78
3008001015,170313008001015,81
3008001016,170313008001016,0
3008001017,170313008001017,29
3008001018,170313008001018,61
3008001019,170313008001019,0
3008001020,170313008001020,77
3008001021,170313008001021,119
3008001022,170313008001022,156
3008001023,170313008001023,117
3008001024,170313008001024,209
3008002000,170313008002000,47
3008002001,170313008002001,193
3008002002,170313008002002,194
3008002003,170313008002003,151
3008002004,170313008002004,192
3008002005,170313008002005,178
3008002006,170313008002006,176
3008002007,170313008002007,186
3008002008,170313008002008,191
3008002009,170313008002009,133
3008002010,170313008002010,166
3008002011,170313008002011,122
3008002012,170313008002012,186
3008002013,170313008002013,152
3008002014,170313008002014,110
3008002015,170313008002015,38
3009001000,170313009001000,61
3009001001,170313009001001,185
3009001002,170313009001002,164
3009001003,170313009001003,332
3009001004,170313009001004,254
3009001005,170313009001005,239
3009001006,170313009001006,189
3009001007,170313009001007,107
3009001008,170313009001008,145
3009001009,170313009001009,95
3009001010,170313009001010,206
3009001011,170313009001011,0
3009001012,170313009001012,0
3009002000,170313009002000,37
3009002001,170313009002001,1
3009002002,170313009002002,3
3009002003,170313009002003,9
3009002004,170313009002004,65
3009002005,170313009002005,144
3009002006,170313009002006,238
3009002007,170313009002007,204
3009002008,170313009002008,192
3009002009,170313009002009,0
3009002010,170313009002010,121
3009002011,170313009002011,249
3009002012,170313009002012,179
3009002013,170313009002013,28
3009002014,170313009002014,61
3009002015,170313009002015,72
3009002016,170313009002016,88
3009002017,170313009002017,51
3009002018,170313009002018,147
3009002019,170313009002019,111
3009003000,170313009003000,153
3009003001,170313009003001,125
3009003002,170313009003002,254
3009003003,170313009003003,191
3009003004,170313009003004,236
3009003005,170313009003005,114
3011001000,170313011001000,239
3011001001,170313011001001,125
3011001002,170313011001002,159
3011001003,170313011001003,98
3011001004,170313011001004,335
3011001005,170313011001005,27
3011001006,170313011001006,132
3011001007,170313011001007,15
3011001008,170313011001008,126
3011001009,170313011001009,8
3011001010,170313011001010,0
3011002000,170313011002000,3
3011002001,170313011002001,243
3011002002,170313011002002,106
3011002003,170313011002003,175
3011002004,170313011002004,200
3011002005,170313011002005,158
3011002006,170313011002006,97
3011002007,170313011002007,229
3011002008,170313011002008,0
3011002009,170313011002009,0
3011002010,170313011002010,73
3011002011,170313011002011,69
3011002012,170313011002012,0
3011002013,170313011002013,0
3012001000,170313012001000,0
3012001001,170313012001001,33
3012001002,170313012001002,58
3012001003,170313012001003,246
3012001004,170313012001004,188
3012001005,170313012001005,25
3012001006,170313012001006,105
3012001007,170313012001007,133
3012001008,170313012001008,219
3012001009,170313012001009,203
3012001010,170313012001010,137
3012001011,170313012001011,0
3012001012,170313012001012,0
3012001013,170313012001013,0
3012002000,170313012002000,118
3012002001,170313012002001,39
3012002002,170313012002002,89
3012002003,170313012002003,41
3012002004,170313012002004,22
3012002005,170313012002005,93
3012002006,170313012002006,138
3012002007,170313012002007,133
3012002008,170313012002008,1
3012002009,170313012002009,0
3012003000,170313012003000,123
3012003001,170313012003001,60
3012003002,170313012003002,139
3012003003,170313012003003,133
3012003004,170313012003004,9
3012003005,170313012003005,50
3012003006,170313012003006,158
3012003007,170313012003007,179
3012003008,170313012003008,136
3012003009,170313012003009,253
3012003010,170313012003010,17
3012003011,170313012003011,139
3012003012,170313012003012,114
3012003013,170313012003013,54
3012003014,170313012003014,111
3012003015,170313012003015,53
3012003016,170313012003016,108
3012003017,170313012003017,155
3016001000,170313016001000,115
3016001001,170313016001001,130
3016001002,170313016001002,110
3016001003,170313016001003,117
3016001004,170313016001004,38
3016001005,170313016001005,1
3016001006,170313016001006,176
3016001007,170313016001007,134
3016001008,170313016001008,161
3016001009,170313016001009,215
3016001010,170313016001010,130
3016001011,170313016001011,129
3016001012,170313016001012,160
3016001013,170313016001013,145
3016001014,170313016001014,23
3016001015,170313016001015,78
3016001016,170313016001016,170
3016001017,170313016001017,115
3016002000,170313016002000,183
3016002001,170313016002001,136
3016002002,170313016002002,181
3016002003,170313016002003,153
3016002004,170313016002004,180
3016002005,170313016002005,137
3016002006,170313016002006,164
3016002007,170313016002007,145
3016002008,170313016002008,150
3016002009,170313016002009,102
3016002010,170313016002010,158
3016002011,170313016002011,139
3016002012,170313016002012,164
3016002013,170313016002013,193
3016002014,170313016002014,137
3016002015,170313016002015,185
3017011000,170313017011000,130
3017011001,170313017011001,229
3017011002,170313017011002,201
3017011003,170313017011003,115
3017011004,170313017011004,11
3017011005,170313017011005,99
3017011006,170313017011006,174
3017011007,170313017011007,119
3017011008,170313017011008,8
3017011009,170313017011009,145
3017011010,170313017011010,145
3017012000,170313017012000,115
3017012001,170313017012001,129
3017012002,170313017012002,178
3017012003,170313017012003,143
3017012004,170313017012004,95
3017012005,170313017012005,165
3017012006,170313017012006,137
3017012007,170313017012007,122
3017012008,170313017012008,140
3017012009,170313017012009,189
3017013000,170313017013000,11
3017013001,170313017013001,20
3017013002,170313017013002,157
3017013003,170313017013003,85
3017013004,170313017013004,185
3017013005,170313017013005,28
3017013006,170313017013006,114
3017013007,170313017013007,163
3017013008,170313017013008,175
3017013009,170313017013009,126
3017013010,170313017013010,140
3017013011,170313017013011,125
3017013012,170313017013012,135
3017013013,170313017013013,128
3017021000,170313017021000,142
3017021001,170313017021001,147
3017021002,170313017021002,137
3017021003,170313017021003,195
3017021004,170313017021004,149
3017021005,170313017021005,184
3017021006,170313017021006,0
3017021007,170313017021007,161
3017021008,170313017021008,110
3017022000,170313017022000,180
3017022001,170313017022001,119
3017022002,170313017022002,131
3017022003,170313017022003,170
3017022004,170313017022004,196
3017022005,170313017022005,104
3017022006,170313017022006,154
3017022007,170313017022007,136
3017022008,170313017022008,174
3017022009,170313017022009,160
3017023000,170313017023000,140
3017023001,170313017023001,109
3017023002,170313017023002,123
3017023003,170313017023003,139
3017023004,170313017023004,144
3017023005,170313017023005,115
3017023006,170313017023006,151
3017023007,170313017023007,110
3017023008,170313017023008,129
3017023009,170313017023009,136
3018011000,170313018011000,148
3018011001,170313018011001,138
3018011002,170313018011002,180
3018011003,170313018011003,134
3018011004,170313018011004,125
3018011005,170313018011005,122
3018011006,170313018011006,151
3018011007,170313018011007,164
3018011008,170313018011008,88
3018012000,170313018012000,0
3018012001,170313018012001,76
3018012002,170313018012002,81
3018012003,170313018012003,0
3018012004,170313018012004,67
3018012005,170313018012005,0
3018012006,170313018012006,0
3018012007,170313018012007,84
3018012008,170313018012008,33
3018012009,170313018012009,104
3018012010,170313018012010,95
3018012011,170313018012011,70
3018012012,170313018012012,120
3018012013,170313018012013,93
3018012014,170313018012014,128
3018012015,170313018012015,101
3018012016,170313018012016,162
3018012017,170313018012017,137
3018012018,170313018012018,42
3018012019,170313018012019,148
3018012020,170313018012020,138
3018012021,170313018012021,154
3018012022,170313018012022,46
3018012023,170313018012023,17
3018012024,170313018012024,22
3018012025,170313018012025,0
3018012026,170313018012026,0
3018012027,170313018012027,0
3018012028,170313018012028,0
3018012029,170313018012029,96
3018012030,170313018012030,121
3018012031,170313018012031,89
3018012032,170313018012032,111
3018012033,170313018012033,107
3018012034,170313018012034,94
3018012035,170313018012035,115
3018012036,170313018012036,56
3018012037,170313018012037,31
3018012038,170313018012038,0
3018012039,170313018012039,0
3018012040,170313018012040,0
3018012041,170313018012041,17
3018021000,170313018021000,36
3018021001,170313018021001,41
3018021002,170313018021002,117
3018021003,170313018021003,56
3018021004,170313018021004,33
3018021005,170313018021005,25
3018021006,170313018021006,13
3018021007,170313018021007,53
3018021008,170313018021008,102
3018021009,170313018021009,67
3018021010,170313018021010,75
3018021011,170313018021011,86
3018021012,170313018021012,14
3018021013,170313018021013,0
3018021014,170313018021014,35
3018021015,170313018021015,20
3018021016,170313018021016,30
3018021017,170313018021017,6
3018022000,170313018022000,21
3018022001,170313018022001,46
3018022002,170313018022002,58
3018022003,170313018022003,49
3018022004,170313018022004,24
3018022005,170313018022005,215
3018022006,170313018022006,134
